# mesh name: pdd1D
# primitive scorer name: pddDose
# iX, iY, iZ, total(value) [Gy], total(val^2), entry
0,0,0,0.001589935942697409,1.436793354535357e-11,231179
0,0,1,0.001626134083144371,1.499760547500671e-11,232210
0,0,2,0.00164976499782813,1.556785510444523e-11,234059
0,0,3,0.001666832534971202,1.588505021700645e-11,235538
0,0,4,0.001681709995556803,1.620112803478883e-11,236897
0,0,5,0.001693631329969372,1.650821392322131e-11,238230
0,0,6,0.001698260088608365,1.653297643847143e-11,239318
0,0,7,0.001709849695751369,1.676086211326854e-11,240105
0,0,8,0.001718018107471572,1.699200092815099e-11,241010
0,0,9,0.00172276583255269,1.69996918594708e-11,241951
0,0,10,0.001732426109386433,1.731278700835377e-11,242244
0,0,11,0.00173143864967505,1.723235348835467e-11,242582
0,0,12,0.001740020909840574,1.752945480707718e-11,243085
0,0,13,0.00174743144035271,1.763762013353098e-11,243594
0,0,14,0.001751453922771698,1.776550225860165e-11,243863
0,0,15,0.001757483732164944,1.792138613681575e-11,244110
0,0,16,0.00176250169001833,1.80713955459445e-11,244371
0,0,17,0.001757213797274848,1.79815338263962e-11,243980
0,0,18,0.001756337474137962,1.802245024155642e-11,243306
0,0,19,0.00175737754263974,1.811733523176069e-11,243148
0,0,20,0.001756175634764892,1.817651219866522e-11,243087
0,0,21,0.001760533890877457,1.830333605105388e-11,242996
0,0,22,0.001758694850729728,1.838071763130277e-11,242361
0,0,23,0.001756278736548551,1.843369335364959e-11,241673
0,0,24,0.001753570895163041,1.84414274540354e-11,240731
0,0,25,0.001746428079148785,1.836984906046026e-11,239815
0,0,26,0.001746749426459087,1.85319959784829e-11,239055
0,0,27,0.001747197483968636,1.865595452188183e-11,238030
0,0,28,0.001732833705642675,1.844426486849058e-11,236947
0,0,29,0.001732327011186901,1.856473518152796e-11,235581
0,0,30,0.001721716893608382,1.850066856177843e-11,234174
0,0,31,0.001713926919130975,1.847268397709709e-11,232523
0,0,32,0.001705683900766412,1.84075886661268e-11,230855
0,0,33,0.001690842990979459,1.82569641047244e-11,229087
0,0,34,0.001673658240748513,1.809316855397444e-11,226508
0,0,35,0.001663004329064684,1.812293295176283e-11,224028
0,0,36,0.001642376594102763,1.783906245822041e-11,221663
0,0,37,0.001628975430646912,1.790770257372785e-11,218631
0,0,38,0.001603205680915083,1.760776541253387e-11,215294
0,0,39,0.001577738188205203,1.737771716601035e-11,210976
0,0,40,0.001550207656155875,1.721829685124765e-11,207696
0,0,41,0.00152139097034427,1.682710662971645e-11,203764
0,0,42,0.001493808298838495,1.650601362991271e-11,199586
0,0,43,0.00146575365369929,1.633921134351941e-11,195358
0,0,44,0.001437811576995378,1.611679762368353e-11,191223
0,0,45,0.001407909748270723,1.575218874418284e-11,187294
0,0,46,0.00137550637401224,1.559306455735113e-11,182328
0,0,47,0.001348602046053898,1.535322796711385e-11,177868
0,0,48,0.001313421076093727,1.493493216123061e-11,173057
0,0,49,0.001273029744298042,1.440587427239191e-11,167838
0,0,50,0.001237179995607091,1.413553987696032e-11,162504
0,0,51,0.001196866565732623,1.36498375105593e-11,157393
0,0,52,0.001167141420888931,1.343832645293785e-11,152468
0,0,53,0.001130427266569193,1.308265170237458e-11,147386
0,0,54,0.001095817528873585,1.277106788071662e-11,142488
0,0,55,0.001052263657092605,1.221069385201253e-11,137240
0,0,56,0.001025161279754607,1.210834221641376e-11,132207
0,0,57,0.0009856250392498286,1.1636425265709e-11,127280
0,0,58,0.0009515793388047926,1.127825869866575e-11,122413
0,0,59,0.0009204534688094943,1.098193290722511e-11,117915
0,0,60,0.0008847108158694508,1.056285751531423e-11,113185
0,0,61,0.0008542397757854788,1.030985355152534e-11,108527
0,0,62,0.0008245566246170489,1.006780962945872e-11,104396
0,0,63,0.0007904498858571106,9.679581720477388e-12,99703
0,0,64,0.0007558156033086619,9.251732122842504e-12,95235
0,0,65,0.0007240622654024353,8.944325497223705e-12,90833
0,0,66,0.0006888504842321774,8.551705560961694e-12,86197
0,0,67,0.0006611025448916029,8.275511754138586e-12,82023
0,0,68,0.0006298770708745141,7.953096835287202e-12,77933
0,0,69,0.0005980315133632031,7.506011704606212e-12,74178
0,0,70,0.0005719989137099172,7.249535541295441e-12,70485
0,0,71,0.0005502018671109525,7.096012844102618e-12,66891
0,0,72,0.0005233346541874261,6.792829529728035e-12,63414
0,0,73,0.0004936568054155628,6.438596914724095e-12,59777
0,0,74,0.0004684096964268163,6.171772364549833e-12,56377
0,0,75,0.0004401260236965421,5.769556901528614e-12,52856
0,0,76,0.0004191133516053864,5.597402574854158e-12,49991
0,0,77,0.0003962470051947688,5.265707523597159e-12,46958
0,0,78,0.0003712413262782883,4.988781460492829e-12,44034
0,0,79,0.0003488225260701077,4.719165294814613e-12,41187
0,0,80,0.0003248485373332425,4.383020138698416e-12,38333
0,0,81,0.000306940664830043,4.210499689240254e-12,35761
0,0,82,0.0002859652178547949,3.980373191311043e-12,33189
0,0,83,0.000266125812819269,3.679734427637175e-12,30887
0,0,84,0.0002500265929015962,3.495305109404653e-12,28848
0,0,85,0.0002332482628536975,3.283939966173358e-12,26816
0,0,86,0.0002170818222707365,3.062322591414562e-12,24855
0,0,87,0.0001992567560346067,2.803527217356891e-12,22776
0,0,88,0.0001870084531524004,2.707235518364124e-12,20981
0,0,89,0.0001716999126115711,2.462977827204733e-12,19318
0,0,90,0.0001578622772115041,2.273496545153717e-12,17776
0,0,91,0.0001430454352556507,2.040496723299038e-12,16217
