# mesh name: pdd1D
# primitive scorer name: pddDose
# iX, iY, iZ, total(value) [Gy], total(val^2), entry
0,0,0,0.0007175057085841648,6.297588805768582e-12,104830
0,0,1,0.0007363037685431219,6.819252908104212e-12,105776
0,0,2,0.0007487707759032796,7.121029105238784e-12,106817
0,0,3,0.0007567316230082666,7.271052951707343e-12,107599
0,0,4,0.0007688100838580935,7.528770825061947e-12,108489
0,0,5,0.0007748131232468756,7.662006826513322e-12,109073
0,0,6,0.0007812083025434551,7.759687836921989e-12,109904
0,0,7,0.0007910459776032329,8.018123996491881e-12,110455
0,0,8,0.0007963115101146673,8.148341518625411e-12,111084
0,0,9,0.0007996536230929433,8.215485413483125e-12,111250
0,0,10,0.0008048889580856335,8.331066337664023e-12,111479
0,0,11,0.0008095974389216267,8.450808887100704e-12,111824
0,0,12,0.0008182213921112932,8.636265825464282e-12,112262
0,0,13,0.0008214862009466445,8.742137998637222e-12,112181
0,0,14,0.0008213497288464154,8.812738186533027e-12,111956
0,0,15,0.000824575467925592,8.902882332734121e-12,111842
0,0,16,0.0008294168933710074,9.067689992737157e-12,111720
0,0,17,0.0008315252483894129,9.185436284931336e-12,111397
0,0,18,0.0008323206193637426,9.270243591557404e-12,111150
0,0,19,0.0008324614029986921,9.345616197675013e-12,110657
0,0,20,0.0008293855060217179,9.379763018277977e-12,109835
0,0,21,0.0008266460306779817,9.416022635680972e-12,108902
0,0,22,0.0008240225993660301,9.506877193382831e-12,107752
0,0,23,0.0008144729599503509,9.380367836112796e-12,106569
0,0,24,0.0008117486486594979,9.471844386070452e-12,105330
0,0,25,0.0008013360505344984,9.377789607808638e-12,103769
0,0,26,0.00079349931457477,9.395394136717933e-12,102006
0,0,27,0.0007800316350910705,9.281686223607266e-12,100167
0,0,28,0.0007680912803722301,9.204144704042169e-12,98140
0,0,29,0.0007524635873156365,9.103109932497517e-12,95804
0,0,30,0.0007329569365059853,8.854469600820909e-12,92840
0,0,31,0.0007167943153922858,8.760492764680628e-12,90353
0,0,32,0.0007013094239346957,8.627535517363737e-12,88073
0,0,33,0.0006846209587421534,8.488104546664641e-12,85329
0,0,34,0.0006615078385255684,8.21422958838238e-12,82648
0,0,35,0.0006409136397107931,8.038728480838348e-12,79574
0,0,36,0.0006188707848063204,7.864164459499084e-12,76301
0,0,37,0.0005938323105060176,7.51974248153298e-12,73117
0,0,38,0.0005710958010077264,7.317997230801914e-12,69947
0,0,39,0.0005469219750964882,7.034898813917148e-12,66653
0,0,40,0.0005263603201192896,6.866502180200356e-12,63391
0,0,41,0.0004986952009157571,6.504557473643215e-12,60028
0,0,42,0.0004777787889143539,6.321554839146516e-12,57007
0,0,43,0.0004567720698208253,6.100538350452948e-12,54003
0,0,44,0.0004297977299056029,5.778319790116854e-12,50658
0,0,45,0.0004063753129161757,5.487026956242056e-12,47633
0,0,46,0.0003829410923405151,5.263018733523338e-12,44537
0,0,47,0.0003589335329585447,4.939035551709025e-12,41585
0,0,48,0.0003367143454256199,4.729937583445802e-12,38782
0,0,49,0.0003139568443600096,4.41125749278414e-12,35862
0,0,50,0.0002905787099687334,4.046118256759201e-12,33255
0,0,51,0.0002729003823116475,3.874042664909066e-12,30779
0,0,52,0.0002523891757968988,3.614075663705241e-12,28380
0,0,53,0.0002331289323096442,3.358763014506139e-12,26174
0,0,54,0.0002162844429107413,3.126606730561818e-12,23888
0,0,55,0.0001964051403438477,2.841946430166826e-12,21725
0,0,56,0.0001795965119307284,2.632115542690298e-12,19710
0,0,57,0.0001640190986296762,2.429896176130304e-12,17814
0,0,58,0.0001484920763634266,2.22245986043026e-12,16069
0,0,59,0.0001312511177547463,1.946712011453717e-12,14336
0,0,60,0.0001190516288952892,1.807855529932049e-12,12824
0,0,61,0.000106625268768802,1.614691928380657e-12,11476
0,0,62,9.477986260521687e-05,1.430688864185807e-12,10116
0,0,63,8.45252730025314e-05,1.309841180575792e-12,8827
0,0,64,7.439743298928363e-05,1.161794861819911e-12,7752
0,0,65,6.467542878952872e-05,1.001776584531183e-12,6798
0,0,66,5.783631549406707e-05,9.025562978936757e-13,6033
0,0,67,5.022781607728129e-05,7.905287205330034e-13,5254
0,0,68,4.388729919113683e-05,6.718002495101512e-13,4597
0,0,69,3.927638609269297e-05,6.254904965028589e-13,4076
0,0,70,3.42248249572701e-05,5.480067536587069e-13,3514
0,0,71,2.830519185821907e-05,4.411950813661292e-13,2951
